Año,Trimestre,Provincia,ADSL,Cablemodem,Fibra óptica,Wireless,Otros,TConexiones
2016,4,Chaco,55,34,248,52,39,428
2016,4,Chubut,44,955,916,13,5,1933
2016,4,Córdoba,337,289,3,6,789,1424
2016,4,Corrientes,55,31,233,1,31,351
2016,4,Entre Ríos,109,64,226,6,71,476
2016,4,Formosa,22,6,16,1,13,58
2016,4,Jujuy,34,9,22,0,34,99
2016,4,La Pampa,13,47,5,6,522,593
2016,4,La Rioja,16,0,16,2,28,62
2016,4,Mendoza,153,13,3,27,2,198
2016,4,Misiones,58,39,100,5,8,210
2016,4,Neuquén,52,46,1,12,3,114
2016,4,Río Negro,67,28,954,3,1,1053
2016,4,Salta,79,27,110,158,621,995
2016,4,San Juan,49,451,772,1,907,2180
2016,4,San Luis,11,1,354,26,375,767
2016,4,Santa Cruz,16,3,1,5,2,27
2016,4,Santa Fe,327,226,3,5,1,562
2016,4,Santiago Del Estero,30,4,19,911,29,993
2016,4,Tierra Del Fuego,23,7,665,1,2,698
2016,4,Tucumán,147,4,116,14,45,326
2016,3,Buenos Aires,2,1,113,19,24,159
2016,3,Capital Federal,448,905,37,3,11,1404
2016,3,Catamarca,27,248,14,1,18,308
2016,3,Chaco,56,33,232,2,15,338
2016,3,Chubut,44,935,916,13,5,1913
2016,3,Córdoba,348,285,3,6,395,1037
2016,3,Corrientes,56,31,217,1,22,327
2016,3,Entre Ríos,113,62,206,6,64,451
2016,3,Formosa,22,6,9,0,2,39
2016,3,Jujuy,34,8,22,0,30,94
2016,3,La Pampa,13,46,5,6,515,585
2016,3,La Rioja,17,0,15,2,22,56
2016,3,Mendoza,153,13,3,28,2,199
2016,3,Misiones,60,38,79,5,7,189
2016,3,Neuquén,52,45,1,12,3,113
2016,3,Río Negro,67,28,942,3,1,1041
2016,3,Salta,81,26,90,157,565,919
2016,3,San Juan,49,451,770,1,903,2174
2016,3,San Luis,11,1,354,23,371,760
2016,3,Santa Cruz,16,3,817,5,2,843
2016,3,Santa Fe,335,223,3,5,1,567
2016,3,Santiago Del Estero,32,4,19,3,8,66
2016,3,Tierra Del Fuego,23,6,665,1,2,697
2016,3,Tucumán,147,4,116,53,41,361
2016,2,Buenos Aires,2,1,113,21,26,163
2016,2,Capital Federal,451,892,37,2,13,1395
2016,2,Catamarca,26,245,14,1,34,320
2016,2,Chaco,56,32,221,52,41,402
2016,2,Chubut,44,867,916,13,5,1845
2016,2,Córdoba,349,278,2,6,1,636
2016,2,Corrientes,56,30,203,1,43,333
2016,2,Entre Ríos,113,59,169,6,193,540
2016,2,Formosa,22,6,6,1,14,49
2016,2,Jujuy,34,7,22,0,35,98
2016,2,La Pampa,13,45,5,6,547,616
2016,2,La Rioja,17,0,15,2,28,62
2016,2,Mendoza,153,13,3,29,2,200
2016,2,Misiones,60,36,77,5,15,193
2016,2,Neuquén,52,42,1,12,3,110
2016,2,Río Negro,67,28,939,3,1,1038
2016,2,Salta,79,25,85,151,539,879
2016,2,San Juan,49,451,770,1,908,2179
2016,2,San Luis,11,1,354,30,377,773
2016,2,Santa Cruz,15,3,396,5,3,422
2016,2,Santa Fe,336,219,3,5,1,564
2016,2,Santiago Del Estero,32,4,19,911,30,996
2016,2,Tierra Del Fuego,23,6,665,1,2,697
2016,2,Tucumán,145,3,116,58,49,371
2016,1,Buenos Aires,2,1,111,21,26,161
2016,1,Capital Federal,454,832,36,2,13,1337
2016,1,Catamarca,26,243,15,1,34,319
2016,1,Chaco,56,30,211,52,41,390
2016,1,Chubut,44,834,916,13,5,1812
2016,1,Córdoba,351,252,674,6,386,1669
2016,1,Corrientes,55,28,192,1,45,321
2016,1,Entre Ríos,113,55,146,6,193,513
2016,1,Formosa,22,5,5,1,14,47
2016,1,Jujuy,33,7,22,0,35,97
2016,1,La Pampa,13,42,5,6,549,615
2016,1,La Rioja,17,0,16,2,28,63
2016,1,Mendoza,153,13,3,34,2,205
2016,1,Misiones,60,33,70,5,15,183
2016,1,Neuquén,52,36,1,13,3,105
2016,1,Río Negro,67,27,937,3,1,1035
2016,1,Salta,79,23,73,132,507,814
2016,1,San Juan,49,451,770,1,908,2179
2016,1,San Luis,11,1,354,27,377,770
2016,1,Santa Cruz,16,3,396,5,2,422
2016,1,Santa Fe,338,205,3,5,1,552
2016,1,Santiago Del Estero,33,4,19,911,30,997
2016,1,Tierra Del Fuego,23,5,665,1,2,696
2016,1,Tucumán,144,2,116,74,49,385
2015,4,Buenos Aires,2,1,103,20,26,152
2015,4,Capital Federal,455,880,20,2,13,1370
2015,4,Catamarca,26,242,15,1,34,318
2015,4,Chaco,57,29,186,52,41,365
2015,4,Chubut,44,811,916,14,5,1790
2015,4,Córdoba,354,266,480,6,385,1491
2015,4,Corrientes,56,28,177,1,45,307
2015,4,Entre Ríos,114,53,122,6,194,489
2015,4,Formosa,22,5,4,1,14,46
2015,4,Jujuy,33,7,22,0,35,97
2015,4,La Pampa,13,43,4,6,374,440
2015,4,La Rioja,17,0,16,2,28,63
2015,4,Mendoza,153,13,3,38,2,209
2015,4,Misiones,60,33,48,5,15,161
2015,4,Neuquén,52,39,1,13,3,108
2015,4,Río Negro,67,27,915,3,1,1013
2015,4,Salta,79,22,47,129,554,831
2015,4,San Juan,49,451,770,1,908,2179
2015,4,San Luis,11,1,354,30,377,773
2015,4,Santa Cruz,16,3,396,5,2,422
2015,4,Santa Fe,340,213,3,5,1,562
2015,4,Santiago Del Estero,34,4,19,1,30,88
2015,4,Tierra Del Fuego,23,4,665,1,2,695
2015,4,Tucumán,144,2,116,88,50,400
2015,3,Buenos Aires,2,1,114,20,26,163
2015,3,Capital Federal,455,871,31,2,13,1372
2015,3,Catamarca,26,242,15,1,34,318
2015,3,Chaco,56,29,186,52,41,364
2015,3,Chubut,44,792,916,13,5,1770
2015,3,Córdoba,352,264,1,5,389,1011
2015,3,Corrientes,56,28,176,1,47,308
2015,3,Entre Ríos,114,52,122,6,197,491
2015,3,Formosa,22,5,2,899,14,942
2015,3,Jujuy,33,7,22,0,35,97
2015,3,La Pampa,13,42,4,6,557,622
2015,3,La Rioja,17,0,16,2,28,63
2015,3,Mendoza,153,13,3,42,2,213
2015,3,Misiones,60,32,46,5,15,158
2015,3,Neuquén,47,37,1,13,3,101
2015,3,Río Negro,67,27,917,3,1,1015
2015,3,Salta,78,22,47,129,645,921
2015,3,San Juan,49,451,770,1,908,2179
2015,3,San Luis,11,1,354,31,377,774
2015,3,Santa Cruz,16,3,396,5,2,422
2015,3,Santa Fe,337,210,4,4,1,556
2015,3,Santiago Del Estero,34,4,19,1,30,88
2015,3,Tierra Del Fuego,23,8,665,1,2,699
2015,3,Tucumán,143,1,116,88,50,398
2015,2,Buenos Aires,2,1,116,19,26,164
2015,2,Capital Federal,453,858,20,2,13,1346
2015,2,Catamarca,25,242,15,1,34,317
2015,2,Chaco,56,28,179,52,41,356
2015,2,Chubut,44,762,916,13,5,1740
2015,2,Córdoba,348,256,435,5,386,1430
2015,2,Corrientes,55,27,157,1,47,287
2015,2,Entre Ríos,113,50,119,6,197,485
2015,2,Formosa,21,5,2,737,50,815
2015,2,Jujuy,32,5,22,0,35,94
2015,2,La Pampa,13,41,4,6,562,626
2015,2,La Rioja,16,0,16,2,28,62
2015,2,Mendoza,153,13,3,38,2,209
2015,2,Misiones,59,29,37,5,15,145
2015,2,Neuquén,47,34,1,13,3,98
2015,2,Río Negro,67,26,916,3,1,1013
2015,2,Salta,77,20,47,129,580,853
2015,2,San Juan,49,451,770,1,908,2179
2015,2,San Luis,11,1,354,33,377,776
2015,2,Santa Cruz,15,3,396,5,2,421
2015,2,Santa Fe,333,205,3,4,1,546
2015,2,Santiago Del Estero,34,4,19,1,30,88
2015,2,Tierra Del Fuego,23,8,665,1,2,699
2015,2,Tucumán,140,479,116,88,50,873
2015,1,Buenos Aires,2,1,134,19,29,185
2015,1,Capital Federal,455,842,19,2,15,1333
2015,1,Catamarca,25,241,16,1,41,324
2015,1,Chaco,55,26,164,27,56,328
2015,1,Chubut,46,717,906,13,5,1687
2015,1,Córdoba,344,248,415,5,450,1462
2015,1,Corrientes,55,25,129,1,62,272
2015,1,Entre Ríos,112,47,108,6,245,518
2015,1,Formosa,21,5,1,670,56,753
2015,1,Jujuy,32,5,22,0,36,95
2015,1,La Pampa,13,40,3,6,604,666
2015,1,La Rioja,16,0,16,2,33,67
2015,1,Mendoza,152,13,3,29,2,199
2015,1,Misiones,58,27,30,5,13,133
2015,1,Neuquén,48,32,1,12,3,96
2015,1,Río Negro,66,25,907,3,1,1002
2015,1,Salta,76,20,47,129,574,846
2015,1,San Juan,48,451,755,1,1,1256
2015,1,San Luis,11,1,351,30,412,805
2015,1,Santa Cruz,16,3,392,5,3,419
2015,1,Santa Fe,329,199,3,4,2,537
2015,1,Santiago Del Estero,34,4,19,1,35,93
2015,1,Tierra Del Fuego,22,8,657,1,3,691
2015,1,Tucumán,138,115,116,88,100,557
2014,4,Buenos Aires,2,1,121,18,32,174
2014,4,Capital Federal,456,840,17,2,15,1330
2014,4,Catamarca,25,241,16,0,44,326
2014,4,Chaco,55,11,31,0,62,159
2014,4,Chubut,49,697,891,12,6,1655
2014,4,Córdoba,345,240,419,4,486,1494
2014,4,Corrientes,55,10,40,1,75,181
2014,4,Entre Ríos,112,23,57,5,260,457
2014,4,Formosa,21,5,1,0,65,92
2014,4,Jujuy,31,5,22,37,11,106
2014,4,La Pampa,16,34,514,6,648,1218
2014,4,La Rioja,16,0,17,0,33,66
2014,4,Mendoza,152,13,3,31,2,201
2014,4,Misiones,58,19,16,150,15,258
2014,4,Neuquén,48,32,1,12,3,96
2014,4,Río Negro,66,24,901,4,2,997
2014,4,Salta,76,17,48,6,578,725
2014,4,San Juan,49,451,740,1,1,1242
2014,4,San Luis,11,926,355,24,423,1739
2014,4,Santa Cruz,18,448,388,4,3,861
2014,4,Santa Fe,335,183,3,6,2,529
2014,4,Santiago Del Estero,34,4,19,920,37,1014
2014,4,Tierra Del Fuego,22,4,655,1,3,685
2014,4,Tucumán,137,97,116,13,105,468
2014,3,Buenos Aires,2,1,124,20,32,179
2014,3,Capital Federal,450,833,18,2,14,1317
2014,3,Catamarca,24,244,15,0,47,330
2014,3,Chaco,53,10,29,1,59,152
2014,3,Chubut,49,668,882,12,7,1618
2014,3,Córdoba,340,240,444,4,377,1405
2014,3,Corrientes,53,9,31,1,65,159
2014,3,Entre Ríos,109,22,48,5,135,319
2014,3,Formosa,21,5,0,0,80,106
2014,3,Jujuy,30,4,22,37,13,106
2014,3,La Pampa,16,34,538,11,677,1276
2014,3,La Rioja,16,0,14,1,37,68
2014,3,Mendoza,150,13,3,40,2,208
2014,3,Misiones,57,18,4,3,14,96
2014,3,Neuquén,54,31,1,13,3,102
2014,3,Río Negro,65,27,888,4,2,986
2014,3,Salta,74,18,43,109,580,824
2014,3,San Juan,48,451,731,1,1,1232
2014,3,San Luis,11,925,355,25,438,1754
2014,3,Santa Cruz,18,492,385,4,3,902
2014,3,Santa Fe,326,184,4,7,733,1254
2014,3,Santiago Del Estero,33,4,19,768,41,865
2014,3,Tierra Del Fuego,22,3,650,1,3,679
2014,3,Tucumán,132,97,117,13,100,459
2014,2,Buenos Aires,2,1,120,17,33,173
2014,2,Capital Federal,448,828,18,2,15,1311
2014,2,Catamarca,24,243,17,0,43,327
2014,2,Chaco,53,10,30,0,58,151
2014,2,Chubut,51,649,866,11,7,1584
2014,2,Córdoba,338,235,351,4,374,1302
2014,2,Corrientes,53,9,31,1,55,149
2014,2,Entre Ríos,109,22,49,5,133,318
2014,2,Formosa,21,5,0,0,78,104
2014,2,Jujuy,30,4,23,40,9,106
2014,2,La Pampa,16,33,513,6,689,1257
2014,2,La Rioja,16,0,14,0,34,64
2014,2,Mendoza,149,13,2,36,2,202
2014,2,Misiones,57,18,4,150,8,237
2014,2,Neuquén,48,30,997,11,3,1089
2014,2,Río Negro,65,25,876,4,2,972
2014,2,Salta,74,18,45,7,577,721
2014,2,San Juan,48,451,722,1,1,1223
2014,2,San Luis,11,925,354,22,448,1760
2014,2,Santa Cruz,19,448,381,4,3,855
2014,2,Santa Fe,324,178,3,6,636,1147
2014,2,Santiago Del Estero,33,4,19,907,34,997
2014,2,Tierra Del Fuego,22,3,648,1,3,677
2014,2,Tucumán,132,97,121,13,98,461
2014,1,Buenos Aires,2,1,121,17,34,175
2014,1,Capital Federal,446,820,18,2,15,1301
2014,1,Catamarca,24,46,17,0,43,130
2014,1,Chaco,53,9,30,0,58,150
2014,1,Chubut,51,539,866,11,7,1474
2014,1,Córdoba,337,226,347,4,368,1282
2014,1,Corrientes,53,8,31,1,55,148
2014,1,Entre Ríos,108,21,49,5,133,316
2014,1,Formosa,21,5,0,0,100,126
2014,1,Jujuy,30,4,23,0,9,66
2014,1,La Pampa,16,31,513,6,701,1267
2014,1,La Rioja,16,0,14,0,34,64
2014,1,Mendoza,149,12,2,37,2,202
2014,1,Misiones,57,17,4,150,8,236
2014,1,Neuquén,48,28,997,10,3,1086
2014,1,Río Negro,65,24,876,4,2,971
2014,1,Salta,73,18,45,8,568,712
2014,1,San Juan,48,434,722,808,1,2013
2014,1,San Luis,11,428,354,21,448,1262
2014,1,Santa Cruz,19,100,381,4,3,507
2014,1,Santa Fe,323,174,3,6,644,1150
2014,1,Santiago Del Estero,33,4,19,915,34,1005
2014,1,Tierra Del Fuego,22,3,648,1,3,677
2014,1,Tucumán,130,83,121,13,98,445
